gotu	covered_length	total_length	coverage_ratio	strain
G000482465	505	7555966	6.68346046025088e-05	Runella limosa DSM 17973
G000379645	505	10988507	4.595710773083186e-05	Actinoplanes globisporus DSM 43857
G000474945	504	4186503	0.00012038687181162895	Solimonas soli DSM 21787
G000400955	504	1107344	0.0004551431172246384	Spiroplasma syrphidicola EA-1
G000759955	504	1672416	0.00030136042707077667	Prochlorococcus marinus str. MIT 9201
G000374165	504	7589313	6.640917300419682e-05	Frankia elaeagni BMG5.12
G001477055	503	2794220	0.00018001445841773375	Leucobacter chromiiresistens NS354
G001705755	503	3831701	0.00013127329089613203	Acidithiobacillus thiooxidans JYC-17
G000969705	503	5558097	9.04986005102106e-05	Nitriliruptor alkaliphilus DSM 45188
G000518485	502	3343709	0.0001501326820007363	Olleya marilimosa CAM030
G000013885	502	5011522	0.00010016917016427344	Nitrobacter hamburgensis X14
G000444875	502	8377286	5.99239419544707e-05	Streptomyces collinus Tu 365
G000964385	502	3984732	0.00012598086897688476	Acidocella aminolytica 101 = DSM 11237 ASM96438v1
G001746755	502	3638804	0.00013795741677760054	Magnetovibrio blakemorei MV-1
G000340785	501	3949306	0.00012685773145965394	Synechocystis sp. PCC 6803 ASM34078v1
G900107465	501	5214558	9.607717470972612e-05	Rhodonellum ikkaensis DSM 17997
G000185805	500	1759526	0.00028416744054932976	Thermovibrio ammonificans HB-1
G000385435	500	1680471	0.00029753563137953587	Bartonella schoenbuchensis m07a
G000374565	499	4509444	0.00011065665745045288	Bacillus fordii DSM 16014 = CIP 108821 DSM 16014
G000696095	498	7044473	7.069371974312344e-05	Rhizobium rhizogenes NBRC 13257
G001426225	498	4350923	0.00011445847237471222	Bosea sp. Leaf344 Leaf344
G000341185	498	6908750	7.208250407092455e-05	Nocardiopsis chromatogenes YIM 90109
G000024605	498	2157067	0.00023086904579227256	Ammonifex degensii KC4
G000700905	498	1080446	0.00046092076790510585	Chlamydia muridarum Var004
G002000055	498	3989979	0.00012481268698406683	Marinicella sp. F2 ASM200005v1
G000192945	497	1856042	0.00026777411287029067	Moraxella catarrhalis 46P47B1
G001267155	497	1225519	0.00040554246812982906	Spiroplasma litorale TN-1
G001875905	496	2218671	0.00022355725567242734	Corynebacterium diphtheriae ST378-KZN-2015-45463
G001449105	496	5322177	9.319494635371954e-05	Caulobacter vibrioides T5M6
G001262715	496	1261374	0.00039322199442829803	Spiroplasma turonicum Tab4c ASM126271v1
G001904655	496	5009995	9.900209481246987e-05	Chroogloeocystis siderophila 5.2 s.c.1
G000221625	495	2335323	0.00021196211402020192	Corynebacterium pseudotuberculosis PAT10
G000423585	495	3764506	0.00013149135636920223	Salinimicrobium xinjiangense DSM 19287
G000427885	494	5735294	8.613333510017097e-05	Glycomyces tenuis DSM 44171
G000015705	494	2682675	0.00018414455720502855	Prochlorococcus marinus str. MIT 9303
G000518225	493	1435066	0.00034353820660513177	Helicobacter pametensis ATCC 51478
G001077715	493	1733840	0.0002843399621649056	Coxiella-like endosymbiont CRt
G000429485	493	4878345	0.00010105886320053215	Aliagarivorans marinus DSM 23064
G001656195	493	1940221	0.0002540947654932093	Moraxella catarrhalis F24
G000195295	493	3282536	0.0001501887564980247	Desulfobacca acetoxidans DSM 11109
G002011795	492	1858353	0.00026475056138419343	Nitrospirae bacterium JdFR-88 ASM201179v1
G001957125	492	5691534	8.64441818321739e-05	Shewanella sp. UCD-KL12 ASM195712v1
G000312525	491	2053511	0.00023910268803040255	Bartonella florencae R4
G001746915	490	6090726	8.045017950241071e-05	Desertifilum sp. IPPAS B-1220 ASM174691v1
G001693675	490	7590758	6.455218306261378e-05	Streptomyces clavuligerus F613-1
G000281175	489	5144873	9.504607791096107e-05	Caldilinea aerophila DSM 14535 = NBRC 104270 DSM 14535
G000383795	489	4030889	0.00012131318922451101	Saccharomonospora saliphila YIM 90502
G000384965	488	1624667	0.00030036924489756976	Bartonella bovis 91-4
G000722615	488	5134606	9.504137221044809e-05	Pseudorhizobium pelagicum R1-200B4
G000068585	487	1038842	0.0004687912117530866	Chlamydia trachomatis 434/Bu
G000738435	487	3288122	0.00014810885970776023	Planktomarina temperata RCA23
G900109555	487	3870734	0.00012581593051860449	Pacificibacter marinus DSM 25228
G000576125	487	2178998	0.00022349722211768895	Zymomonas mobilis subsp. mobilis NRRL B-12526
G000007865	486	4829781	0.00010062568054327929	Mycobacterium avium subsp. paratuberculosis K-10
G001467785	486	3061150	0.00015876386325400585	Legionella israelensis Bercovier 4
G000379825	486	6821241	7.124803243280805e-05	Longispora albida DSM 44784
G900110645	486	6220808	7.81248995307362e-05	Lewinella agarilytica DSM 24740
G000017105	486	2212937	0.0002196176393634342	Coxiella burnetii Dugway 5J108-111
G000333235	485	4046270	0.00011986347920430421	Pseudoalteromonas luteoviolacea B = ATCC 29581
G000375365	485	2370005	0.00020464091847907493	Corynebacterium mastitidis DSM 44356
G001756615	485	3201741	0.00015148008536605554	Glaciecola punicea IC056
G000164635	484	5100977	9.488378402804012e-05	Roseomonas cervicalis ATCC 49957
G000426925	484	4405846	0.00010985404392255199	Dolichospermum circinale AWQC310F
G000175415	483	6501886	7.428613789906498e-05	Arthrospira platensis str. Paraca isolate UASWS
G000812565	483	8065497	5.988471634172079e-05	Flammeovirga sp. OC4 ASM81256v1
G000740095	483	1609835	0.000300030748492858	Helicobacter pylori YN1-91
G000426725	483	6344326	7.613101848801591e-05	Sporocytophaga myxococcoides DSM 11118
G000007905	482	1799146	0.000267904883761518	Helicobacter hepaticus ATCC 51449
G001709035	482	4881416	9.874184048235184e-05	Candidatus Thiodiazotropha endoloripes isolate G_E
G000813145	482	4554266	0.00010583483705167858	Geobacter sp. OR-1 ASM81314v1
G000763135	482	1905102	0.00025300482598831977	Helicobacter jaachi MIT 09-6949
G001275395	482	7429720	6.487458477573852e-05	Hapalosiphon sp. MRB220 ASM127539v1
G900093605	482	3687561	0.00013070970215814734	Terasakiella sp. PR1 Terasakiella magnetica strain PR1
G001467895	481	3649429	0.00013180144071853433	Legionella nautarum ATCC 49506
G001318295	481	915884	0.0005251756772691738	Candidatus Xiphinematobacter sp. Idaho Grape ASM131829v1
G000284215	481	3570103	0.0001347300063891714	Synechocystis sp. PCC 6803 substr. PCC-N
G001423135	481	3953873	0.00012165287048926458	Nocardioides sp. Leaf307 Leaf307
G000763805	481	3358707	0.0001432098721323414	Paracoccus sphaerophysae HAMBI 3106
G000381545	480	5193701	9.241964448858339e-05	Rhodonellum psychrophilum GCM71 = DSM 17998
G000953475	480	2476671	0.00019380854380739306	Methylacidiphilum fumariolicum SolV MfumSolVChr1
G001890965	480	11346547	4.230361888951767e-05	marine bacterium AO1-C ASM189096v1
G000156295	479	4326936	0.00011070189159257266	marine gamma proteobacterium HTCC2148 ASM15629v1
G000143705	479	2337913	0.00020488358634388875	Corynebacterium pseudotuberculosis FRC41
G000709735	479	1429421	0.00033510071560443006	Bartonella bacilliformis Hosp800-02
G000607245	479	1390379	0.0003445103817016799	Bartonella bacilliformis Peru-18
G001566965	478	3040136	0.00015722980814016215	Methylothermaceae bacteria B42 2044C_megahit
G001242845	478	532684	0.0008973425145114176	Candidatus Westeberhardia cardiocondylae obscurior isolate BR-alpha
G000961955	477	5043991	9.456797206815e-05	Hymenobacter sp. AT01-02 ASM96195v2
G001932165	477	1835603	0.00025986011136394963	Bartonella henselae A233
G001436645	477	1348606	0.00035369855984624125	Lactobacillus florum DSM 22689 = JCM 16035 DSM 22689
G000093165	477	640442	0.0007447981237957536	Blattabacterium sp. (Periplaneta americana) str. BPLAN
G000018405	477	3944167	0.00012093808401114861	Desulfococcus oleovorans Hxd3
G000725495	477	9928053	4.804567421225491e-05	Streptomyces aureus NRRL B-1941
G900142125	477	3961631	0.00012040495442407433	Malonomonas rubra DSM 5091
G001442935	477	2084925	0.00022878520810101083	Candidatus Kryptonium thompsoni isolate JGI-12
G001686985	476	7343952	6.481523844382425e-05	Mesorhizobium amorphae CCNWGS0123 ASM168698v1
G001039635	476	5880358	8.094745251904731e-05	Crocosphaera watsonii WH 0402
G000193005	476	1904293	0.00024996153428070154	Moraxella catarrhalis BC7
G001005825	476	5880273	8.094862262347343e-05	Rhizobium sp. LC145 ASM100582v1
G000372925	476	5069061	9.390299307899432e-05	Teredinibacter turnerae T0609
G000717715	476	8863434	5.3703790201405006e-05	Streptomyces sp. NRRL B-24484 ASM71771v1
G001601155	475	3424606	0.000138702087189008	Legionella pneumophila NY29
G000374445	475	8119858	5.8498559950186324e-05	Actinokineospora enzanensis DSM 44649
G000381605	475	6009926	7.903591491808718e-05	Acidobacteriaceae bacterium KBS 89 ASM38160v1
G001564695	475	2852662	0.0001665111394199523	Listeria monocytogenes LM06-00983
G000421245	475	3396505	0.0001398496395559553	Serinicoccus marinus DSM 15273
G000312565	475	2158445	0.0002200658344317321	Bartonella rattaustraliani AUST/NH4
G000733725	474	3551806	0.0001334532347768994	Nitratireductor basaltis UMTGB225
G001595385	474	2788758	0.00016996813635317227	Deltaproteobacteria bacterium GWC2_55_46 ASM159538v2
G000817245	474	2210643	0.00021441725326070289	Methylacidiphilum kamchatkense Kam1
G000235665	474	5890504	8.04684964138892e-05	Crocosphaera watsonii WH 0003
G000621165	473	5503346	8.594771253706381e-05	Enterovibrio calviensis DSM 14347
G000245075	473	5190553	9.112709185321873e-05	Acetobacteraceae bacterium AT-5844 ASM24507v1
G000377885	473	2803222	0.00016873440633670826	Thioalkalivibrio sp. AKL17 ASM37788v1
G000158595	472	1691453	0.0002790500238552298	Prochlorococcus marinus str. MIT 9202
G900106595	472	2908575	0.00016227877912723584	Marinococcus luteus DSM 23126
G000090965	472	422434	0.0011173343054773053	Buchnera aphidicola BCc
G000523275	472	1641000	0.00028762949421084707	Lebetimonas sp. JH292 LebetimonasJH292
G000720035	472	4708587	0.00010024238694113542	Corynebacterium variabile NRRL B-4201
G000526255	472	2465519	0.00019144042288864942	Verrucomicrobia bacterium LP2A ASM52625v1
G000319385	471	1481191	0.00031798734936952766	Candidatus Endolissoclinum faulkneri L2
G900100605	471	7057140	6.674091770887356e-05	Sinosporangium album CPCC 201354
G000409565	471	3751461	0.00012555108529716823	Pseudochrobactrum sp. AO18b AO18b
G000381765	470	2847348	0.0001650658788458594	Zimmermannella faecalis ATCC 13722 B187
G000043285	470	705557	0.000666140368531529	Candidatus Blochmannia floridanus ASM4328v1
G000152845	470	4770736	9.851729376767023e-05	Roseovarius sp. 217 ASM15284v1
G000011485	470	2410873	0.00019495012802416386	Prochlorococcus marinus str. MIT 9313 MIT9313
G001509335	469	2030215	0.0002310100161805523	Marinimicrobia bacterium 46_43 ASM150933v1
G900092645	469	4440236	0.00010562501632796095	Candidatus Thiosymbion oneisti isolate LOsNLC13021
G900063805	469	3363467	0.0001394394533973427	Legionella pneumophila 2531STDY5467466
G000685215	469	3640843	0.00012881632083558672	Hyphomonas jannaschiana VP2
G000473145	468	4642596	0.00010080566993121952	Leisingera daeponensis DSM 23529
G000348945	468	4319900	0.00010833584110743304	Paeniglutamicibacter gangotriensis Lz1y
G001656375	468	2107772	0.00022203540041332742	Moraxella catarrhalis Z7546
G000718255	468	6032404	7.75810108208933e-05	Spirillospora albida NRRL B-3350
G000471965	467	626626	0.0007452611286477101	Blattabacterium sp. (Nauphoeta cinerea) ASM47196v1
G000473765	466	5137147	9.071182895875863e-05	Rhodonellum psychrophilum GCM71 = DSM 17998 GCM71
G001574655	466	1866054	0.0002497248203964087	Francisella tularensis NO-17/2011
G001424565	466	4355205	0.00010699840765245264	Arthrobacter sp. Leaf141 Leaf141
G001282945	465	1578404	0.00029460138215564585	Helicobacter ailurogastricus isolate ASB7
G000685235	465	3668571	0.0001267523512561158	Hyphomonas adhaerens MHS-3
G002020725	465	2369747	0.0001962234787089086	Solemya velum gill symbiont isolate NJ-SRI4
G000949895	464	6298483	7.366853256569876e-05	Agrobacterium arsenijevicii KFB 330
G001499855	464	5148113	9.013011175162627e-05	Mycobacterium sp. GA-0227b ASM149985v1
G002021315	463	2569876	0.00018016433477724216	Solemya velum gill symbiont isolate NC-DML22
G000801295	463	2597759	0.00017823054409589188	endosymbiont of unidentified scaly snail isolate Monju ASM80129v1
G001420645	463	3967762	0.00011669046681731414	Bacillus plakortidis DSM 19153
G001311565	463	2774183	0.00016689598343007654	Desulfothermus okinawensis JCM 13304
G000421485	462	1653625	0.00027938619699145815	Desulfurobacterium sp. TC5-1 ASM42148v1
G000750005	462	3457810	0.00013361058010706199	Geobacillus icigianus G1w1
G000312185	462	5185041	8.910247768532592e-05	Microcystis aeruginosa PCC 9443
G000373105	462	7082771	6.522870780376776e-05	Lewinella persica DSM 23188
G000949255	461	3088654	0.00014925595421176992	Ferrimicrobium acidiphilum DSM 19497 T23
G001304185	461	2559446	0.00018011710346692213	candidate division TA06 bacterium SM1_40 ASM130418v1
G000192925	461	1961697	0.0002350006142640785	Moraxella catarrhalis 103P14B1
G000965005	461	1543880	0.0002985983366582895	Rickettsia bellii str. RML An4
G001482405	461	4562553	0.0001010399221663836	Ponticoccus sp. SJ5A-1 ASM148240v1
G000700885	460	1080446	0.0004257501069002986	Chlamydia muridarum Var003
G000691225	460	3412133	0.00013481303337238026	Nitrincola lacisaponensis 4CA
G000334405	460	638184	0.0007207952565404335	Blattabacterium sp. (Blatta orientalis) str. Tarazona
G001311215	459	1355137	0.00033871114138275316	Lactobacillus florum DSM 22689 = JCM 16035
G000730445	458	2338300	0.00019586879356797674	Corynebacterium pseudotuberculosis Ft_2193/67
G000011345	458	2593857	0.0001765710291662185	Thermosynechococcus elongatus BP-1
G001746835	458	4199284	0.00010906621223999139	Lacunisphaera limnophila IG16b
G000313175	458	3983611	0.0001149710651968779	Leptospira santarosai serovar Shermani str. LT 821
G000233435	458	590336	0.0007758293581960104	Blattabacterium sp. (Mastotermes darwiniensis) str. MADAR
G001922265	457	2368140	0.00019297845566562788	Corynebacterium pseudotuberculosis MEX30
G001276605	457	2813551	0.00016242819127856576	Achromatium sp. WMS2 ASM127660v1
G000381025	457	7104952	6.432133531655105e-05	Streptomyces sulphureus DSM 40104
G000719975	457	5220823	8.753409184720494e-05	Prauserella rugosa NRRL B-2295
G000014185	456	3225748	0.00014136256148961418	Rubrobacter xylanophilus DSM 9941
G000023265	456	2158157	0.00021129139353624413	Acidimicrobium ferrooxidans DSM 10331
G000771745	456	2386081	0.0001911083487945296	Thermus filiformis ATCC 43280
G000720475	456	9321142	4.892104422398028e-05	Streptomyces aureocirculatus NRRL ISP-5386
G002003665	456	2023176	0.00022538820152077723	Bombella intestini R-52487
G001054945	456	2183634	0.00020882620439139526	Corynebacterium falsenii 355_CFAL
G001548055	456	2698323	0.00016899385284860262	Sulfurospirillum cavolei UCH003
G002005325	455	1868279	0.00024353964263367517	Candidatus Tokpelaia hoelldoblerii isolate Hsal
G000284155	454	1323280	0.0003430868750377849	Rickettsia australis str. Cutlack
G001065675	454	1844128	0.00024618681566572384	Moraxella catarrhalis 613_MCAT
G000768675	454	3561699	0.0001274672564975311	Knoellia flava TL1
G000828835	454	4810005	9.438659627172945e-05	Thioploca ingrica ASM82883v1
G000425365	454	3834117	0.00011841057536846163	Rubritepida flocculans DSM 14296
G000308355	454	6954782	6.527882541825178e-05	Nocardia asteroides NBRC 15531
G000173115	454	1515248	0.0002996209201398055	Flavobacteria bacterium MS024-3C ASM17311v1
G001027025	454	2169170	0.00020929664341660635	Kosmotoga pacifica SLHLJ1
G000473895	454	4153658	0.00010930124723797674	Rubidibacter lacunae KORDI 51-2
G900113355	454	5886428	7.712656979750708e-05	Bacillus megaterium ATCC 14581
G000012385	454	1522076	0.00029827682717551557	Rickettsia bellii RML369-C
G000504245	453	5551297	8.160255161991874e-05	Amycolatopsis halophila YIM 93223
G000422485	453	5714182	7.927643886736544e-05	Paenibacillus pasadenensis DSM 19293
G001574555	453	1856343	0.00024402817798219403	Francisella tularensis NO-8/2011
G001876115	453	2453791	0.00018461229990655276	Corynebacterium diphtheriae ST378-KZN-2015-45788
G001574935	453	1819134	0.0002490195884415332	Francisella tularensis FDC205
G000833335	453	1892177	0.00023940677854133096	Francisella tularensis subsp. holarctica LVS ASM83333v1
G000429825	453	5051029	8.96846959302748e-05	Cohnella thermotolerans DSM 17683
G000194155	453	8581920	5.278539068180547e-05	Saccharopolyspora spinosa NRRL 18395
G000025005	452	3101581	0.0001457321282275072	Thermobaculum terrenum ATCC BAA-798
G000018245	452	1528980	0.00029562191787989376	Rickettsia bellii OSU 85-389
G001632105	451	3087293	0.00014608266853842507	Synechococcus sp. MIT S9504 ASM163210v1
G001281045	450	1179577	0.0003814926876329396	Spiroplasma cantharicola CC-1
G000372065	450	2311610	0.0001946695160515831	Oligella urethralis DSM 7531
G000265295	449	2510109	0.00017887669419933556	Sulfurospirillum barnesii SES-3
G001795505	448	1374535	0.0003259284048787408	Deltaproteobacteria bacterium GWA2_50_8 ASM179550v1
G001513385	448	1885992	0.00023754077429808822	Clostridiales bacterium DTU064 ASM151338v1
G001513065	448	2035642	0.00022007799013775507	Clostridiales bacterium DTU075 ASM151306v1
G000147715	447	2975953	0.00015020398507637722	Mesotoga prima MesG1.Ag.4.2 mesG1.Ag.4.2
G002020715	447	2386266	0.00018732194985806276	Solemya velum gill symbiont isolate NJ-SRI3
G001632025	447	2440679	0.00018314575575075626	Prochlorococcus marinus str. MIT 1323
G000015445	446	1445021	0.000308646033517852	Bartonella bacilliformis KC583
G000711725	446	6428469	6.937888321465033e-05	Roseomonas aerilata DSM 19363
G001687335	446	2524199	0.00017668971424202292	Dissulfuribacter thermophilus S69
G000152625	446	3676244	0.00012131947716201645	Roseovarius nubinhibens ISM
G001805105	445	1986041	0.0002240638536666665	Nitrospirae bacterium GWF2_44_13 ASM180510v1
G000385415	445	2024128	0.0002198477566636102	Bartonella vinsonii subsp. berkhoffii str. Tweed
G000266945	445	6527027	6.817805411253853e-05	Desulfomonile tiedjei DSM 6799
G000018145	445	4417868	0.0001007273191503232	Dinoroseobacter shibae DFL 12 = DSM 16493 DFL 12
G000828615	444	3153637	0.00014078982457397602	Thiolapillus brandeum Hiromi 1
G001695855	444	6521514	6.8082350202729e-05	Ensifer sp. LC163 LC163_v1
G000518245	443	3420763	0.0001295032716385204	Brachyspira alvinipulli ATCC 51933
G000266885	442	4409302	0.00010024262343563675	Turneriella parva DSM 21527
G000255355	441	1417115	0.00031119563338190617	Rickettsia helvetica C9P9
G001676585	441	4159260	0.00010602847621932748	Cylindrospermopsis raciborskii CS-505 CS505
G000744955	440	3881122	0.00011336927826540882	Oceanicola sp. MCTG156(1a) ASM74495v1
G000483165	439	924993	0.0004745981861484357	Acholeplasma multilocale ATCC 49900
G900114995	439	9117871	4.8147204539305284e-05	Chitinophaga sp. YR627 IMG-taxon 2693429788 annotated assembly
G900114615	439	5413664	8.109110576496805e-05	Pelosinus propionicus DSM 13327
G000700865	438	1080447	0.00040538777006183553	Chlamydia muridarum Var002
G000967625	438	4066635	0.00010770575672515483	Pseudoalteromonas ruthenica S3137
G000803065	438	5739859	7.63084946860193e-05	Sphingomonas sp. ERG5 ASM80306v1
G001913845	438	4690918	9.337191568899734e-05	Limnothrix sp. CACIAM 69d ASM191384v1
G000312125	438	3009940	0.00014551785085416984	Timonella senegalensis JC301
G900059955	437	3513757	0.00012436830435343137	Legionella pneumophila 2531STDY5467397
G000493965	437	2913626	0.00014998493286372375	Candidatus Aminicenans sakinawicola JGI OTU-1
G000379845	436	2427214	0.00017962981426442002	Moraxella boevrei DSM 14165
G000381885	436	6710579	6.49720389254042e-05	Actinomadura atramentaria DSM 43919 SF2197
G001683985	436	2753163	0.00015836330794798565	Smithella sp. M82 ASM168398v1
G000745395	436	2766100	0.00015762264560211127	Thioalkalivibrio sp. ALJ1 ASM74539v1
G000422585	435	4254862	0.00010223598321167644	Hugenholtzia roseola DSM 9546
G000012645	435	1709204	0.0002545044359830658	Prochlorococcus marinus str. MIT 9312
G001574755	435	1855575	0.00023442868113657492	Francisella tularensis NO-10/2011
G000687145	435	2660928	0.000163476802078072	Thermoanaerobaculum aquaticum MP-01
G900100765	435	7107765	6.120067278532704e-05	Catalinimonas alkaloidigena DSM 25186
G900109115	434	6507138	6.669598831314166e-05	Xiangella phaseoli CGMCC 4.7038
G900108055	434	2207191	0.00019663001525468344	Thermoleophilum album ATCC 35263
G000378465	434	4304237	0.00010083087896879285	Elioraea tepidiphila DSM 17972
G001008165	434	3475106	0.00012488827678925477	Altererythrobacter atlanticus 26DY36
G000834055	434	3669365	0.00011827659554173542	Leucobacter komagatae VKM ST2845
G900101815	434	4851997	8.944770575909259e-05	Pricia antarctica DSM 23421
G001632075	433	2500454	0.0001731685525908495	Prochlorococcus marinus str. MIT 1320
G000018205	433	1231060	0.00035172940392832195	Rickettsia akari str. Hartford
G000700925	433	1080448	0.00040075968487146075	Chlamydia muridarum Var001.1
G900104445	433	5008860	8.644681624161985e-05	Desulforhopalus singaporensis DSM 12130
G001899705	432	6323005	6.832194502455716e-05	Sphingobacterium sp. 40-24 ASM189970v1
G000828125	432	1376743	0.0003137840541045061	Rickettsia asemboensis NMRCii
G000378165	432	2384067	0.00018120296115839025	Saccharibacter floricola DSM 15669
G001567175	432	2549711	0.000169430966882129	Chlorobi bacterium OLB6 ASM156717v1
G000463525	432	3815107	0.00011323404559819686	Marinimicrobium sp. LS-A18 SOAPdenovo
G000815025	432	656901	0.00065763334201044	Coxiella endosymbiont of Amblyomma americanum ASM81502v1
G000744885	432	2160855	0.00019992086465773964	Thermus amyloliquefaciens YIM 77409
G000634635	432	934681	0.0004621897738372771	Prochlorococcus sp. scB241_526B22 De novo assembly of single-cell genomes
G000308835	431	10155283	4.2440963979044206e-05	Nocardia vinacea NBRC 16497
G001803165	431	4405326	9.783611927925424e-05	Ignavibacteria bacterium RIFOXYC2_FULL_38_25 ASM180316v1
G000187005	429	2355186	0.0001821512186298662	Thermus scotoductus SA-01
G000300335	429	4466205	9.605470416158685e-05	Nitratireductor pacificus pht-3B
G000738775	429	5134337	8.355509192326098e-05	Rhodococcus defluvii Ca11
G000015665	429	1704176	0.00025173456262733425	Prochlorococcus marinus str. MIT 9515
G000299115	428	1410127	0.00030351876107613003	alpha proteobacterium HIMB59 ASM29911v1
G000152725	428	4440389	9.638795159613269e-05	Pseudooceanicola batsensis HTCC2597
G000014905	428	9965640	4.294756784310892e-05	Candidatus Solibacter usitatus Ellin6076
G001481715	427	2337508	0.00018267317159984052	Corynebacterium pseudotuberculosis PO222/4-1
G000422385	427	2809959	0.00015195951257651803	Microbacterium indicum DSM 19969
G001799065	426	1999829	0.00021301821305721639	Deltaproteobacteria bacterium RIFCSPLOWO2_02_FULL_44_10 ASM179906v1
G000279145	426	3300414	0.00012907471608107347	Melioribacter roseus P3M-2
G001399705	426	7798339	5.462701736869864e-05	Kouleothrix aurantiaca COM-B
G000762875	426	2922612	0.00014576002562091719	Helicobacter saguini MIT 97-6194
G000686945	426	2823367	0.0001508836789549499	Selenomonas sp. AE3005 ASM68694v1
G000963885	425	3506749	0.00012119487308615473	Tanticharoenia sakaeratensis NBRC 103193
G000981225	425	5892467	7.212598729869849e-05	Allosalinactinospora lopnorensis CA15-2
G000430605	425	3338457	0.000127304320528915	Anaeroarcus burkinensis DSM 6283
G000427965	425	5053571	8.409894706139481e-05	Olivibacter sitiensis DSM 17696
G000168775	425	1894157	0.00022437422029958446	Francisella tularensis subsp. holarctica FSC200
G000153805	425	2285034	0.00018599285612380385	Synechococcus sp. BL107 ASM15380v1
G000757865	425	1929203	0.00022029822678069647	Prochlorococcus sp. MIT 0801 ASM75786v1
G000720955	424	8516825	4.9783810281413554e-05	Allokutzneria albata NRRL B-24461
G000023865	424	4308349	9.841356863151058e-05	Saccharomonospora viridis DSM 43017
G001296005	424	5784559	7.329858680670384e-05	alpha proteobacterium AAP38 ASM129600v1
G001424105	424	4318453	9.818330777248242e-05	Chryseobacterium sp. Leaf394 Leaf394
G001750785	424	6543262	6.479948380486675e-05	Streptomyces rubrolavendulae MJM4426
G000425065	423	8385432	5.044462825528846e-05	Actinomadura rifamycini DSM 43936
G000613065	423	5488377	7.707196499074316e-05	Richelia intracellularis RC01
G000234585	423	4870742	8.684508438344712e-05	Mycobacterium thermoresistibile ATCC 19527
G000760275	423	1751015	0.00024157417269412312	Prochlorococcus marinus str. SS35
G000420145	422	3049695	0.0001383744931870236	Paracoccus zeaxanthinifaciens ATCC 21588
G001676785	421	3074045	0.00013695310250825865	Brachyspira hyodysenteriae ATCC 27164 B-78
G900061715	421	3364426	0.00012513278639506413	Legionella pneumophila 2531STDY5467464
G000526855	421	1022566	0.00041170936643698304	Entomoplasma luminosum ATCC 49195
G900107355	421	3293487	0.0001278280436509997	Lentibacter algarum DSM 24677
G000426885	421	2602231	0.00016178425358855537	Moraxella caprae DSM 19149
G000284075	420	1305467	0.00032172395012665964	Rickettsia rhipicephali str. 3-7-female6-CWPP
G000760155	420	1754063	0.00023944407926055106	Prochlorococcus marinus str. LG
G000515255	420	4176524	0.00010056209421997815	Rhodovibrio salinarum DSM 9154
G000092985	420	6543312	6.418767743307977e-05	Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111
G000768315	420	4938305	8.504942485326443e-05	Pseudooceanicola atlanticus 22II-s11g
G000092845	420	3241804	0.00012955749329694207	Brachyspira murdochii DSM 12563
G000015585	420	2678452	0.00015680699150106105	Halorhodospira halophila SL1
G001044175	419	2322762	0.0001803886924273774	Corynebacterium renale CIP 52.96
G000014345	419	1159772	0.0003612779063471096	Rickettsia canadensis str. McKiel
G000599945	419	4906446	8.539786232234086e-05	Microcystis aeruginosa PCC 7005
G001922545	419	1156110	0.0003624222608575309	Borreliella garinii CIP 103362 isolate 20047
G000420265	418	3018426	0.00013848277214680764	Oceanicaulis alexandrii DSM 11625
G000425505	418	3631041	0.00011511850182908979	Flavobacterium frigidarium DSM 17623
G000472805	418	3600571	0.00011609269751936568	Desulfosarcina sp. BuS5 ASM47280v1
G000283595	418	1283087	0.0003257768179398591	Rickettsia japonica YH ASM28359v1
G000613185	418	6462090	6.468495486754286e-05	Mycobacterium cosmeticum DSM 44829
G001723995	417	1473446	0.00028301003226450106	Halanaerobium sp. 4-GBenrich ASM172399v1
G900048045	417	352837	0.0011818488423833101	Candidatus Mikella endobia isolate MEPMAR
G000634675	417	579043	0.000720153770963469	Prochlorococcus sp. scB241_527E15 De novo assembly of single-cell genomes
G000696325	417	2618064	0.00015927800084337127	Hydrogenovibrio marinus MH-110
G000619885	416	3653918	0.00011385039292069499	Balneatrix alpica DSM 16621
G001899315	416	5494645	7.571007772112666e-05	Candidatus Obscuribacter phosphatis isolate EBPR_351
G001296055	415	4267112	9.725547395990544e-05	Novosphingobium sp. AAP93 ASM129605v1
G000091165	415	2752854	0.00015075263708137082	Candidatus Methylomirabilis oxyfera ASM9116v1
G900073035	414	3473661	0.00011918261453837896	Legionella pneumophila isolate Pontiac-1
G000620145	414	3711979	0.00011153080338008378	Deefgea rivuli DSM 18356
G000348805	414	632490	0.0006545558032538064	Blattabacterium sp. (Panesthia angustipennis spadica) str. BPAA
G000019665	414	2287145	0.0001810116979902892	Methylacidiphilum infernorum V4
G000404445	414	2383729	0.0001736774608187424	BRC1 bacterium SCGC AAA257-C11 ASM40444v1
G001578075	413	5263219	7.846908897387701e-05	Microcystis aeruginosa NIES-88
G001431405	413	3553658	0.00011621827424023358	Pseudoxanthomonas dokdonensis DSM 21858
G000015305	413	6491865	6.361808201495255e-05	Mycobacterium vanbaalenii PYR-1
G000426645	413	5820860	7.095171503867126e-05	Nakamurella lactea DSM 19367
G001294455	413	4709832	8.768890270396056e-05	Phaeobacter sp. 11ANDIMAR09
G000739475	413	992695	0.00041603916610842204	Borreliella valaisiana Tom4006
